seed,irrev_sit_count,ablated_sit_count,delta_sit_count,irrev_mean_Ct,ablated_mean_Ct,delta_mean_Ct,irrev_normal_ticks,ablated_normal_ticks,delta_normal_ticks,irrev_alpha_final,ablated_alpha_final,delta_alpha_final,irrev_alpha_slope,ablated_alpha_slope,delta_alpha_slope
0,4.0,3.0,1.0,0.6281598039215684,0.5631820261437909,0.06497777777777758,57.0,60.0,-3.0,0.5705,0.5705,0.0,0.09726666666666661,0.09726666666666661,0.0
1,4.0,4.0,0.0,0.6268084967320261,0.5709555555555555,0.05585294117647055,57.0,61.0,-4.0,0.5691,0.5692,-9.999999999998899e-05,0.09586666666666666,0.09596666666666664,-9.999999999998899e-05
2,3.0,4.0,-1.0,0.6208457516339869,0.56714477124183,0.05370098039215687,57.0,60.0,-3.0,0.8934,0.8677,0.025699999999999945,0.3276699999999999,0.30197000000000007,0.025699999999999834
3,4.0,3.0,1.0,0.6246866013071894,0.5618091503267973,0.0628774509803921,58.0,60.0,-2.0,0.5659,0.5278,0.03809999999999991,0.08799999999999997,0.049899999999999944,0.03810000000000002
4,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
5,3.0,4.0,-1.0,0.6205094771241829,0.5644725490196077,0.05603692810457517,57.0,61.0,-4.0,0.9097,0.9059,0.0037999999999999146,0.3433333333333334,0.33953333333333324,0.0038000000000001366
6,4.0,4.0,0.0,0.6254767973856209,0.5681705882352941,0.0573062091503268,58.0,60.0,-2.0,0.5687,0.5652,0.0034999999999999476,0.0828299999999999,0.07933000000000007,0.0034999999999998366
7,4.0,4.0,0.0,0.6244395424836602,0.560190522875817,0.06424901960784313,58.0,61.0,-3.0,0.5689,0.5659,0.0030000000000000027,0.09100000000000008,0.08799999999999997,0.0030000000000001137
8,3.0,4.0,-1.0,0.6205094771241829,0.5647745098039216,0.055734967320261286,57.0,61.0,-4.0,0.8984,0.8911,0.007299999999999973,0.33267000000000013,0.32537000000000005,0.007300000000000084
9,3.0,4.0,-1.0,0.6281369281045752,0.5671127450980393,0.06102418300653589,56.0,59.0,-3.0,0.5436,0.5402,0.0033999999999999586,0.07048999999999994,0.06708999999999998,0.0033999999999999586
10,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
11,4.0,4.0,0.0,0.6268084967320261,0.5709555555555555,0.05585294117647055,57.0,61.0,-4.0,0.5691,0.5692,-9.999999999998899e-05,0.09586666666666666,0.09596666666666664,-9.999999999998899e-05
12,3.0,4.0,-1.0,0.6233003267973857,0.5641477124183006,0.05915261437908503,57.0,61.0,-4.0,0.8815,0.8668,0.014699999999999935,0.3157700000000001,0.30107000000000017,0.014699999999999935
13,3.0,4.0,-1.0,0.6216941176470586,0.5648104575163398,0.05688366013071877,57.0,61.0,-4.0,0.8929,0.893,-9.999999999998899e-05,0.33003666666666676,0.33013666666666663,-9.999999999987796e-05
14,4.0,3.0,1.0,0.6259977124183006,0.5688424836601307,0.05715522875816992,58.0,60.0,-2.0,0.5614,0.5509,0.010500000000000065,0.07553000000000004,0.06502999999999998,0.010500000000000065
15,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.9097,0.9098,-0.00010000000000010001,0.3433333333333334,0.34343333333333337,-9.999999999998899e-05
16,3.0,4.0,-1.0,0.6248101307189542,0.5664728758169935,0.05833725490196073,57.0,59.0,-2.0,0.8903,0.8681,0.022199999999999998,0.32602333333333333,0.3038233333333332,0.02220000000000011
17,3.0,4.0,-1.0,0.6249732026143792,0.5572428104575164,0.06773039215686272,57.0,60.0,-3.0,0.8823,0.8793,0.0030000000000000027,0.31776000000000004,0.31475999999999993,0.0030000000000001137
18,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
19,4.0,4.0,0.0,0.6253578431372548,0.5609624183006535,0.06439542483660132,58.0,61.0,-3.0,0.5528,0.5528,0.0,0.07910333333333336,0.07910333333333336,0.0
20,3.0,4.0,-1.0,0.6205924836601308,0.5641477124183006,0.056444771241830116,57.0,61.0,-4.0,0.8667,0.8668,-9.999999999998899e-05,0.30097000000000007,0.30107000000000017,-0.00010000000000010001
21,3.0,4.0,-1.0,0.620623202614379,0.5641326797385621,0.056490522875816906,57.0,61.0,-4.0,0.8964,0.8966,-0.00019999999999997797,0.33067,0.3308700000000002,-0.00020000000000020002
22,3.0,4.0,-1.0,0.6248101307189542,0.559475816993464,0.06533431372549015,57.0,60.0,-3.0,0.8734,0.8734,0.0,0.3076700000000001,0.3076700000000001,0.0
23,4.0,4.0,0.0,0.6248147058823528,0.5604192810457516,0.06439542483660121,58.0,61.0,-3.0,0.5652,0.5652,0.0,0.09021666666666672,0.09021666666666672,0.0
24,4.0,4.0,0.0,0.6250617647058822,0.5606663398692809,0.06439542483660121,58.0,61.0,-3.0,0.5598,0.5598,0.0,0.08610333333333337,0.08610333333333337,0.0
25,4.0,4.0,0.0,0.6248147058823528,0.5604192810457516,0.06439542483660121,58.0,61.0,-3.0,0.5652,0.5652,0.0,0.09021666666666672,0.09021666666666672,0.0
26,4.0,3.0,1.0,0.6232140522875816,0.5614555555555556,0.06175849673202605,57.0,60.0,-3.0,0.5359,0.5325,0.0034000000000000696,0.06266666666666665,0.05926666666666669,0.0033999999999999586
27,4.0,3.0,1.0,0.6254173202614378,0.5611483660130719,0.06426895424836587,58.0,60.0,-2.0,0.5518,0.5432,0.008599999999999941,0.07857999999999998,0.06997999999999993,0.008600000000000052
28,4.0,3.0,1.0,0.6225147058823528,0.5611483660130719,0.06136633986928086,57.0,60.0,-3.0,0.5452,0.5418,0.0034000000000000696,0.07196666666666673,0.06856666666666666,0.0034000000000000696
29,3.0,4.0,-1.0,0.6208457516339869,0.5644725490196077,0.05637320261437917,57.0,61.0,-4.0,0.8957,0.8958,-9.999999999998899e-05,0.3299700000000003,0.3300700000000001,-9.999999999976694e-05
30,4.0,4.0,0.0,0.6266588235294118,0.5699633986928104,0.056695424836601394,57.0,60.0,-3.0,0.5416,0.5353,0.006299999999999972,0.06369999999999998,0.05740000000000001,0.006299999999999972
31,3.0,4.0,-1.0,0.6248,0.5667993464052288,0.058000653594771245,56.0,60.0,-4.0,0.8707,0.8518,0.018900000000000028,0.3049700000000002,0.28607000000000016,0.018900000000000028
32,4.0,4.0,0.0,0.6250617647058822,0.5607928104575163,0.06426895424836587,58.0,60.0,-2.0,0.5598,0.5512,0.008599999999999941,0.08610333333333337,0.07750333333333331,0.008600000000000052
33,3.0,4.0,-1.0,0.6239539215686274,0.5682470588235294,0.05570686274509795,57.0,60.0,-3.0,0.898,0.8787,0.019299999999999984,0.33499,0.31569,0.019299999999999984
34,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
35,3.0,4.0,-1.0,0.6205924836601308,0.5641477124183006,0.056444771241830116,57.0,61.0,-4.0,0.8667,0.8668,-9.999999999998899e-05,0.30097000000000007,0.30107000000000017,-0.00010000000000010001
36,3.0,3.0,0.0,0.621970588235294,0.5658921568627451,0.056078431372548976,57.0,61.0,-4.0,0.902,0.9021,-9.999999999998899e-05,0.33627000000000007,0.33637000000000017,-0.00010000000000010001
37,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.903,0.9031,-9.999999999998899e-05,0.33911333333333327,0.33921333333333326,-9.999999999998899e-05
38,3.0,4.0,-1.0,0.6209196078431372,0.5644748366013073,0.056444771241829894,57.0,61.0,-4.0,0.8633,0.8634,-9.999999999998899e-05,0.2975700000000002,0.29767,-9.999999999976694e-05
39,3.0,4.0,-1.0,0.6248,0.5641477124183006,0.06065228758169938,56.0,61.0,-5.0,0.8707,0.8668,0.0039000000000000146,0.3049700000000002,0.30107000000000017,0.0039000000000000146
40,4.0,4.0,0.0,0.6250617647058822,0.5606663398692809,0.06439542483660121,58.0,61.0,-3.0,0.5622,0.5622,0.0,0.08721666666666672,0.08721666666666672,0.0
41,3.0,4.0,-1.0,0.6208457516339869,0.5644725490196077,0.05637320261437917,57.0,61.0,-4.0,0.9016,0.9018,-0.000200000000000089,0.33743999999999985,0.33764000000000016,-0.00020000000000031104
42,3.0,4.0,-1.0,0.6205094771241829,0.5644725490196077,0.05603692810457517,57.0,61.0,-4.0,0.8984,0.8946,0.0038000000000000256,0.33267000000000013,0.3288700000000001,0.0038000000000000256
43,3.0,4.0,-1.0,0.6205924836601308,0.5641477124183006,0.056444771241830116,57.0,61.0,-4.0,0.8667,0.8668,-9.999999999998899e-05,0.30097000000000007,0.30107000000000017,-0.00010000000000010001
44,3.0,4.0,-1.0,0.6221281045751633,0.5680297385620915,0.05409836601307183,56.0,60.0,-4.0,0.8792,0.8708,0.008399999999999963,0.31347000000000025,0.3050700000000002,0.008400000000000074
45,3.0,4.0,-1.0,0.620623202614379,0.5641326797385621,0.056490522875816906,57.0,61.0,-4.0,0.8964,0.8966,-0.00019999999999997797,0.33067,0.3308700000000002,-0.00020000000000020002
46,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.8974,0.8975,-9.999999999998899e-05,0.33167000000000024,0.33177000000000023,-9.999999999998899e-05
47,3.0,4.0,-1.0,0.6221281045751633,0.5641326797385621,0.05799542483660125,56.0,61.0,-5.0,0.8792,0.8966,-0.01739999999999997,0.31347000000000025,0.3308700000000002,-0.01739999999999997
48,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.9011,0.9012,-9.999999999998899e-05,0.3365600000000001,0.33666000000000007,-9.999999999998899e-05
49,3.0,3.0,0.0,0.6226143790849672,0.5665359477124183,0.056078431372548865,57.0,61.0,-4.0,0.8846,0.8847,-9.999999999998899e-05,0.3188700000000001,0.3189700000000001,-9.999999999998899e-05
50,4.0,3.0,1.0,0.6287101307189542,0.5637323529411764,0.0649777777777778,57.0,60.0,-3.0,0.5671,0.5671,0.0,0.09386666666666654,0.09386666666666654,0.0
51,4.0,3.0,1.0,0.6269519607843137,0.5614967320261438,0.06545522875816989,57.0,60.0,-3.0,0.5319,0.5319,0.0,0.056916666666666615,0.056916666666666615,0.0
52,3.0,4.0,-1.0,0.6216941176470586,0.5593705882352942,0.062323529411764444,57.0,60.0,-3.0,0.8884,0.8757,0.012699999999999934,0.32515666666666676,0.3124566666666666,0.012700000000000156
53,4.0,3.0,1.0,0.6257016339869281,0.5685464052287582,0.05715522875816992,58.0,60.0,-2.0,0.5524,0.5419,0.010499999999999954,0.0744999999999999,0.06399999999999995,0.010499999999999954
54,3.0,4.0,-1.0,0.6241918300653595,0.5578614379084967,0.06633039215686276,57.0,60.0,-3.0,0.8669,0.8669,0.0,0.3023600000000001,0.3023600000000001,0.0
55,4.0,4.0,0.0,0.6244395424836602,0.5599434640522876,0.06449607843137262,58.0,61.0,-3.0,0.5689,0.5689,0.0,0.09100000000000008,0.09100000000000008,0.0
56,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
57,3.0,4.0,-1.0,0.6205924836601308,0.5641477124183006,0.056444771241830116,57.0,61.0,-4.0,0.8667,0.8668,-9.999999999998899e-05,0.30097000000000007,0.30107000000000017,-0.00010000000000010001
58,3.0,4.0,-1.0,0.6216941176470586,0.5648104575163398,0.05688366013071877,57.0,61.0,-4.0,0.9049,0.905,-9.999999999998899e-05,0.33898666666666666,0.33908666666666665,-9.999999999998899e-05
59,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
60,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.9097,0.9098,-0.00010000000000010001,0.3433333333333334,0.34343333333333337,-9.999999999998899e-05
61,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.9011,0.9012,-9.999999999998899e-05,0.3365600000000001,0.33666000000000007,-9.999999999998899e-05
62,3.0,3.0,0.0,0.621970588235294,0.565559477124183,0.05641111111111108,57.0,61.0,-4.0,0.9026,0.9027,-9.999999999998899e-05,0.33806000000000014,0.3381600000000001,-9.999999999998899e-05
63,3.0,4.0,-1.0,0.6216941176470586,0.5648104575163398,0.05688366013071877,57.0,61.0,-4.0,0.8877,0.8878,-9.999999999998899e-05,0.3238133333333334,0.3239133333333333,-9.999999999987796e-05
64,3.0,4.0,-1.0,0.6221281045751633,0.5680297385620915,0.05409836601307183,56.0,60.0,-4.0,0.8792,0.8708,0.008399999999999963,0.31347000000000025,0.3050700000000002,0.008400000000000074
65,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
66,3.0,4.0,-1.0,0.6209196078431372,0.5644748366013073,0.056444771241829894,57.0,61.0,-4.0,0.8633,0.8634,-9.999999999998899e-05,0.2975700000000002,0.29767,-9.999999999976694e-05
67,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.9011,0.9012,-9.999999999998899e-05,0.3365600000000001,0.33666000000000007,-9.999999999998899e-05
68,4.0,4.0,0.0,0.6270898692810457,0.5712369281045752,0.05585294117647055,57.0,61.0,-4.0,0.5656,0.5658,-0.00019999999999997797,0.0923666666666666,0.09256666666666669,-0.000200000000000089
69,3.0,4.0,-1.0,0.6216941176470586,0.5648104575163398,0.05688366013071877,57.0,61.0,-4.0,0.8843,0.8844,-9.999999999998899e-05,0.31857,0.31867000000000023,-0.00010000000000021103
70,3.0,4.0,-1.0,0.620959477124183,0.5644689542483661,0.056490522875816906,57.0,61.0,-4.0,0.8925,0.8926,-9.999999999998899e-05,0.3267700000000001,0.3268700000000001,-9.999999999998899e-05
71,3.0,4.0,-1.0,0.6248,0.5680297385620915,0.05677026143790853,56.0,60.0,-4.0,0.8707,0.8708,-9.999999999998899e-05,0.3049700000000002,0.3050700000000002,-9.999999999998899e-05
72,4.0,3.0,1.0,0.6263748366013071,0.5685464052287582,0.057828431372548894,57.0,60.0,-3.0,0.5515,0.5516,-9.999999999998899e-05,0.07337666666666676,0.07347666666666675,-9.999999999998899e-05
73,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.8984,0.8985,-9.999999999998899e-05,0.33267000000000013,0.3327700000000001,-9.999999999998899e-05
74,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.903,0.9031,-9.999999999998899e-05,0.33911333333333327,0.33921333333333326,-9.999999999998899e-05
75,4.0,4.0,0.0,0.6268084967320261,0.5712369281045752,0.05557156862745094,57.0,61.0,-4.0,0.5691,0.5658,0.0033000000000000806,0.09586666666666666,0.09256666666666669,0.0032999999999999696
76,3.0,3.0,0.0,0.620623202614379,0.565857843137255,0.05476535947712402,57.0,61.0,-4.0,0.8964,0.8941,0.0022999999999999687,0.33067,0.32837000000000016,0.0022999999999998577
77,3.0,4.0,-1.0,0.6208457516339869,0.5644725490196077,0.05637320261437917,57.0,61.0,-4.0,0.9058,0.9059,-9.999999999998899e-05,0.33943333333333325,0.33953333333333324,-9.999999999998899e-05
78,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.9097,0.9098,-0.00010000000000010001,0.3433333333333334,0.34343333333333337,-9.999999999998899e-05
79,3.0,4.0,-1.0,0.6205924836601308,0.5641477124183006,0.056444771241830116,57.0,61.0,-4.0,0.8667,0.8668,-9.999999999998899e-05,0.30097000000000007,0.30107000000000017,-0.00010000000000010001
80,3.0,4.0,-1.0,0.620623202614379,0.5644689542483661,0.056154248366012904,57.0,61.0,-4.0,0.8964,0.8926,0.0038000000000000256,0.33067,0.3268700000000001,0.0037999999999999146
81,3.0,4.0,-1.0,0.623582679738562,0.5664944444444444,0.05708823529411755,56.0,59.0,-3.0,0.5484,0.545,0.0033999999999999586,0.07469000000000003,0.07128999999999996,0.0034000000000000696
82,4.0,3.0,1.0,0.6287101307189542,0.5640192810457516,0.0646908496732026,57.0,60.0,-3.0,0.5671,0.5578,0.009300000000000086,0.09386666666666654,0.08456666666666668,0.009299999999999864
83,4.0,4.0,0.0,0.6248147058823528,0.5604192810457516,0.06439542483660121,58.0,61.0,-3.0,0.561,0.561,0.0,0.08777999999999986,0.08777999999999986,0.0
84,4.0,4.0,0.0,0.6270898692810457,0.5712369281045752,0.05585294117647055,57.0,61.0,-4.0,0.5656,0.5658,-0.00019999999999997797,0.0923666666666666,0.09256666666666669,-0.000200000000000089
85,4.0,4.0,0.0,0.6268084967320261,0.5709555555555555,0.05585294117647055,57.0,61.0,-4.0,0.5691,0.5692,-9.999999999998899e-05,0.09586666666666666,0.09596666666666664,-9.999999999998899e-05
86,3.0,4.0,-1.0,0.6212124183006537,0.5647676470588235,0.056444771241830116,57.0,61.0,-4.0,0.8603,0.8604,-0.00010000000000010001,0.2945700000000001,0.2946700000000001,-9.999999999998899e-05
87,4.0,4.0,0.0,0.6253088235294118,0.5607928104575163,0.06451601307189547,58.0,60.0,-2.0,0.5527,0.5468,0.005900000000000016,0.07946666666666669,0.07356666666666678,0.005899999999999905
88,3.0,4.0,-1.0,0.6257333333333333,0.5701467320261439,0.0555866013071894,57.0,61.0,-4.0,0.5576,0.5543,0.0032999999999999696,0.0717166666666667,0.06841666666666674,0.0032999999999999696
89,4.0,4.0,0.0,0.6260081699346406,0.5610999999999999,0.06490816993464066,58.0,60.0,-2.0,0.5445,0.5385,0.006000000000000005,0.07080333333333338,0.06480333333333338,0.006000000000000005
90,4.0,4.0,0.0,0.6253578431372548,0.5609624183006535,0.06439542483660132,58.0,61.0,-3.0,0.5552,0.5552,0.0,0.08021666666666671,0.08021666666666671,0.0
91,4.0,3.0,1.0,0.6225147058823528,0.5611483660130719,0.06136633986928086,57.0,60.0,-3.0,0.5474,0.5439,0.0034999999999999476,0.0741666666666666,0.07066666666666666,0.0034999999999999476
92,3.0,4.0,-1.0,0.6238591503267974,0.5575287581699347,0.06633039215686265,57.0,60.0,-3.0,0.8787,0.8787,0.0,0.3180233333333333,0.3180233333333333,0.0
93,4.0,4.0,0.0,0.6252297385620913,0.5681705882352941,0.0570591503267972,58.0,60.0,-2.0,0.5711,0.5652,0.005900000000000016,0.08522999999999997,0.07933000000000007,0.005899999999999905
94,3.0,3.0,0.0,0.621970588235294,0.565559477124183,0.05641111111111108,57.0,61.0,-4.0,0.9112,0.9113,-9.999999999998899e-05,0.34483333333333344,0.3449333333333332,-9.999999999976694e-05
95,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
96,3.0,4.0,-1.0,0.6205924836601308,0.5641477124183006,0.056444771241830116,57.0,61.0,-4.0,0.8667,0.8668,-9.999999999998899e-05,0.30097000000000007,0.30107000000000017,-0.00010000000000010001
97,3.0,4.0,-1.0,0.623573202614379,0.5572428104575164,0.06633039215686254,57.0,60.0,-3.0,0.8778,0.8778,0.0,0.3120700000000002,0.3120700000000002,0.0
98,3.0,4.0,-1.0,0.6263748366013071,0.5664944444444444,0.059880392156862694,56.0,59.0,-3.0,0.5457,0.5444,0.0012999999999999678,0.06779999999999986,0.0665,0.0012999999999998568
99,3.0,4.0,-1.0,0.6248,0.5680297385620915,0.05677026143790853,56.0,60.0,-4.0,0.8707,0.8708,-9.999999999998899e-05,0.3049700000000002,0.3050700000000002,-9.999999999998899e-05
100,4.0,3.0,1.0,0.6255549019607843,0.5687565359477124,0.05679836601307198,57.0,60.0,-3.0,0.8925,0.8468,0.04569999999999996,0.3267700000000001,0.28107000000000026,0.04569999999999985
101,4.0,4.0,0.0,0.6252787581699345,0.5687738562091503,0.05650490196078417,58.0,60.0,-2.0,0.5667,0.5479,0.018799999999999928,0.08083000000000012,0.062029999999999974,0.01880000000000015
102,4.0,4.0,0.0,0.6270898692810457,0.5712369281045752,0.05585294117647055,57.0,61.0,-4.0,0.5656,0.5658,-0.00019999999999997797,0.0923666666666666,0.09256666666666669,-0.000200000000000089
103,4.0,4.0,0.0,0.6264722222222221,0.5687738562091503,0.05769836601307177,58.0,60.0,-2.0,0.5513,0.5479,0.0033999999999999586,0.06543000000000004,0.062029999999999974,0.0034000000000000696
104,4.0,4.0,0.0,0.6268084967320261,0.5709555555555555,0.05585294117647055,57.0,61.0,-4.0,0.5691,0.5692,-9.999999999998899e-05,0.09586666666666666,0.09596666666666664,-9.999999999998899e-05
105,3.0,4.0,-1.0,0.6229192810457516,0.569397385620915,0.05352189542483654,56.0,60.0,-4.0,0.8765,0.8646,0.01189999999999991,0.3221333333333334,0.31023333333333347,0.01189999999999991
106,3.0,3.0,0.0,0.6220843137254902,0.565857843137255,0.05622647058823527,57.0,61.0,-4.0,0.8979,0.8941,0.0038000000000000256,0.3321700000000001,0.32837000000000016,0.0037999999999999146
107,4.0,4.0,0.0,0.6278872549019607,0.5628882352941176,0.06499901960784316,57.0,60.0,-3.0,0.56,0.56,0.0,0.08676666666666666,0.08676666666666666,0.0
108,3.0,4.0,-1.0,0.622609477124183,0.5655137254901962,0.057095751633986835,56.0,60.0,-4.0,0.5708,0.571,-0.00019999999999997797,0.08386333333333323,0.08406333333333332,-0.000200000000000089
109,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.8984,0.8985,-9.999999999998899e-05,0.33267000000000013,0.3327700000000001,-9.999999999998899e-05
110,3.0,4.0,-1.0,0.62315522875817,0.5661692810457517,0.05698594771241827,56.0,60.0,-4.0,0.5474,0.5475,-9.999999999998899e-05,0.07417999999999991,0.07428000000000001,-0.00010000000000010001
111,4.0,4.0,0.0,0.6270898692810457,0.5626411764705882,0.06444869281045751,57.0,60.0,-3.0,0.5656,0.5626,0.0030000000000000027,0.0923666666666666,0.0893666666666666,0.0030000000000000027
112,4.0,4.0,0.0,0.6268084967320261,0.5709555555555555,0.05585294117647055,57.0,61.0,-4.0,0.5691,0.5692,-9.999999999998899e-05,0.09586666666666666,0.09596666666666664,-9.999999999998899e-05
113,4.0,4.0,0.0,0.6268084967320261,0.5709555555555555,0.05585294117647055,57.0,61.0,-4.0,0.5691,0.5692,-9.999999999998899e-05,0.09586666666666666,0.09596666666666664,-9.999999999998899e-05
114,3.0,4.0,-1.0,0.6240820261437908,0.558154248366013,0.06592777777777781,57.0,60.0,-3.0,0.887,0.887,0.0,0.32560333333333336,0.32560333333333336,0.0
115,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.8996,0.8997,-0.00010000000000010001,0.3338700000000001,0.3339700000000001,-9.999999999998899e-05
116,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.9097,0.9098,-0.00010000000000010001,0.3433333333333334,0.34343333333333337,-9.999999999998899e-05
117,3.0,4.0,-1.0,0.623051633986928,0.5662437908496732,0.05680784313725473,57.0,59.0,-2.0,0.8838,0.8672,0.01660000000000006,0.32093666666666676,0.3043366666666666,0.01660000000000017
118,3.0,4.0,-1.0,0.6205094771241829,0.564136274509804,0.05637320261437895,57.0,61.0,-4.0,0.8984,0.8985,-9.999999999998899e-05,0.33267000000000013,0.3327700000000001,-9.999999999998899e-05
119,3.0,4.0,-1.0,0.6233003267973857,0.5680297385620915,0.05527058823529418,57.0,60.0,-3.0,0.8815,0.8708,0.010699999999999932,0.3157700000000001,0.3050700000000002,0.010699999999999932
120,3.0,3.0,0.0,0.621970588235294,0.565559477124183,0.05641111111111108,57.0,61.0,-4.0,0.9112,0.9113,-9.999999999998899e-05,0.34483333333333344,0.3449333333333332,-9.999999999976694e-05
121,3.0,4.0,-1.0,0.620623202614379,0.5647709150326798,0.055852287581699134,57.0,61.0,-4.0,0.8964,0.8892,0.007199999999999984,0.33067,0.32347000000000004,0.007199999999999984
122,3.0,4.0,-1.0,0.6248,0.5680297385620915,0.05677026143790853,56.0,60.0,-4.0,0.8707,0.8708,-9.999999999998899e-05,0.3049700000000002,0.3050700000000002,-9.999999999998899e-05
